account_id,company_name,plan,mrr,signup_date,last_active,api_calls_30d,team_size,churned,churn_date,churn_reason,feature_requests,support_tickets_30d,nps_score,region
ACC-0215,CoreMicro,enterprise,4361,2025-05-15,2026-02-07,821527,81,False,,,SSO/SAML; Slack notifications; 2FA enforcement,5,3,EU
ACC-0216,CloudMesh,pro,165,2025-01-26,2026-01-30,43705,3,False,,,SSO/SAML,8,9,US
ACC-0217,PrismInc,enterprise,3938,2026-01-11,2026-02-06,89206,27,False,,,SSO/SAML; IP allowlisting; dark mode,2,5,EU
ACC-0218,HyperPro,pro,187,2025-10-20,2026-02-06,5078,14,False,,,API rate limit increase; 2FA enforcement; rollback support,5,9,US
ACC-0219,VoltApp,free,0,2026-01-24,2026-01-29,900,2,False,,,SSO/SAML; audit logs,0,7,US
ACC-0220,AutoOps,free,0,2025-04-04,2025-10-04,3,3,True,2025-10-18,poor performance,SSO/SAML,8,4,US
ACC-0221,VectorStudio,enterprise,1373,2025-02-15,2025-09-18,4281,73,True,2025-09-22,SSO compliance requirement,SSO/SAML; team permissions; rollback support,13,4,APAC
ACC-0222,PulseDigital,free,0,2025-08-29,2026-02-05,4667,2,False,,,team permissions; API rate limit increase,1,9,US
ACC-0223,FastShift,enterprise,3761,2026-02-02,2026-02-03,86193,89,False,,,SSO/SAML; API rate limit increase; team permissions,13,4,EU
ACC-0224,AtlasSystems,enterprise,926,2025-08-27,2025-11-02,1190,65,True,2025-11-06,SSO compliance requirement,SSO/SAML,7,2,EU
ACC-0225,PrismNet,free,0,2025-02-24,2026-01-13,409,3,False,,,rollback support; 2FA enforcement; team permissions; SSO/SAML,1,6,US
ACC-0226,VertexDock,pro,122,2025-07-25,2026-01-17,7202,14,False,,,webhook retries; team permissions,0,6,US
ACC-0227,VoltMesh,free,0,2024-05-09,2026-01-19,3372,2,False,,,SSO/SAML; team permissions; audit logs,2,7,US
ACC-0228,RapidFlow,free,0,2025-02-01,2026-01-22,2365,1,False,,,API rate limit increase; cost alerts,0,7,US
ACC-0229,FluxBase,free,0,2024-05-30,2026-01-28,692,2,False,,,cost alerts,2,9,EU
ACC-0230,BlueDigital,free,0,2025-09-21,2026-01-19,3727,2,False,,,GraphQL support; private networking; RBAC enhancements; usage analytics dashboard,0,3,US
ACC-0231,NimbusAI,pro,107,2024-09-23,2026-02-05,25691,8,False,,,SSO/SAML; cost alerts,6,10,US
ACC-0232,EdgeHQ,pro,68,2025-01-26,2026-01-28,16697,9,False,,,team permissions; multi-region deploy,7,10,US
ACC-0233,NimbusBit,free,0,2024-09-02,2026-01-18,2082,2,False,,,SSO/SAML; log streaming,0,3,US
ACC-0234,StackHQ,free,0,2024-06-12,2026-02-09,742,3,False,,,IP allowlisting; usage analytics dashboard; API rate limit increase; team permissions,2,6,US
ACC-0235,SysPeak,pro,120,2025-07-18,2026-01-23,19555,4,False,,,API rate limit increase,7,9,EU
ACC-0236,BitShift,free,0,2024-03-15,2026-01-27,2944,2,False,,,SSO/SAML; private networking,0,3,APAC
ACC-0237,SysForge,free,0,2024-02-23,2026-02-01,5845,2,False,,,API rate limit increase; GraphQL support,0,6,EU
ACC-0238,NextInc,free,0,2025-04-20,2026-01-17,3533,3,False,,,API rate limit increase; SSO/SAML; RBAC enhancements,1,9,US
ACC-0239,AlgoForge,free,0,2024-05-23,2026-02-03,2311,1,False,,,multi-region deploy; team permissions; SSO/SAML; API rate limit increase,0,9,US
ACC-0240,FastCode,free,0,2025-11-17,2026-01-27,4474,2,False,,,team permissions; SSO/SAML; webhook retries,0,5,EU
ACC-0241,AstroAI,pro,73,2025-11-16,2026-01-25,26932,6,False,,,team permissions; cost alerts; API rate limit increase,1,7,US
ACC-0242,AlgoWave,free,0,2026-01-06,2026-02-10,1729,3,False,,,CLI improvements; team permissions,1,9,EU
ACC-0243,FluxPath,free,0,2025-05-13,2026-02-08,2651,3,False,,,GraphQL support; team permissions,1,9,EU
ACC-0244,SignalVentures,free,0,2024-04-24,2026-01-13,1427,2,False,,,team permissions; API rate limit increase,1,6,APAC
ACC-0245,CodeScale,pro,141,2025-05-11,2026-02-03,43464,10,False,,,SSO/SAML; GitHub integration; cost alerts; audit logs,3,6,APAC
ACC-0246,GridVentures,free,0,2025-03-23,2026-01-14,882,1,False,,,SSO/SAML; 2FA enforcement; audit logs; team permissions,0,8,US
ACC-0247,CyberInc,pro,128,2026-01-05,2026-01-18,21213,9,False,,,SSO/SAML; team permissions,5,7,EU
ACC-0248,BaseLogic,free,0,2025-06-12,2026-01-25,4528,2,False,,,team permissions; RBAC enhancements,1,5,US
ACC-0249,CoreDigital,free,0,2025-01-31,2026-01-26,4520,1,False,,,API rate limit increase,0,4,US
ACC-0250,StackInc,free,0,2024-12-17,2026-01-11,100,3,False,,,API rate limit increase; team permissions,2,9,APAC
ACC-0251,DeepPeak,free,0,2025-06-13,2026-01-20,174,2,False,,,IP allowlisting; API rate limit increase,2,6,EU
ACC-0252,FluxHub,pro,148,2024-07-27,2026-02-06,29796,5,False,,,team permissions; cost alerts,4,10,US
ACC-0253,SmartCo,free,0,2025-08-08,2026-02-05,2302,1,False,,,SSO/SAML; container registry,0,8,EU
ACC-0254,OrbitDock,free,0,2025-11-09,2026-01-26,1638,2,False,,,team permissions,0,3,APAC
ACC-0255,QuantumHub,pro,161,2024-06-18,2026-02-03,5537,5,False,,,API rate limit increase,3,7,US
ACC-0256,EdgeBit,free,0,2025-04-16,2026-01-20,4182,2,False,,,webhook retries; SSO/SAML; API rate limit increase,0,9,US
ACC-0257,SyncSpark,free,0,2024-10-24,2026-02-06,3225,1,False,,,auto-scaling,0,6,APAC
ACC-0258,DataOps,enterprise,774,2024-10-21,2025-09-30,4269,90,True,2025-10-03,SSO compliance requirement,SSO/SAML; team permissions,15,2,APAC
ACC-0259,ForgeShift,free,0,2025-11-16,2026-02-03,445,3,False,,,team permissions,0,5,EU
ACC-0260,RapidHub,enterprise,2284,2024-04-04,2026-01-14,111857,86,False,,,SSO/SAML; RBAC enhancements,10,9,APAC
ACC-0261,CipherInc,free,0,2026-01-15,2026-01-30,4351,1,False,,,team permissions; API rate limit increase; IP allowlisting,1,4,EU
ACC-0262,ByteCloud,pro,191,2024-12-31,2026-02-05,47247,14,False,,,custom domains; log streaming; cost alerts; usage analytics dashboard,7,9,EU
ACC-0263,BaseHub,free,0,2024-12-08,2026-01-28,13877,2,False,,,cost alerts; container registry; IP allowlisting,0,7,EU
ACC-0264,ByteCraft,free,0,2024-07-18,2026-01-25,2522,3,False,,,team permissions; SSO/SAML,1,5,EU
ACC-0265,ZenMicro,enterprise,2456,2025-11-07,2026-01-21,66604,89,False,,,team permissions; API rate limit increase,6,6,US
ACC-0266,OpenBase,free,0,2024-05-19,2026-01-27,646,1,False,,,SSO/SAML; API rate limit increase,0,3,US
ACC-0267,VectorStack,pro,174,2025-03-14,2025-12-23,2096,2,True,2025-12-26,internal tooling built,team permissions; SSO/SAML; audit logs,7,3,US
ACC-0268,NetStream,pro,143,2025-04-11,2026-02-05,8820,15,False,,,team permissions; API rate limit increase; SSO/SAML,8,5,US
ACC-0269,StackDynamics,free,0,2024-05-24,2026-02-03,1992,3,False,,,team permissions; RBAC enhancements; Slack notifications; IP allowlisting,0,3,US
ACC-0270,HelixMicro,free,0,2025-11-25,2026-01-29,3032,3,False,,,env variable management; Slack notifications; IP allowlisting; API rate limit increase,1,7,APAC
ACC-0271,TurboSoftware,enterprise,4129,2025-10-17,2026-02-09,142359,75,False,,,env variable management; GraphQL support,10,7,EU
ACC-0272,ApexHub,pro,145,2024-09-17,2026-02-04,41060,13,False,,,API rate limit increase; SSO/SAML,4,9,US
ACC-0273,CloudFlow,enterprise,4740,2024-02-27,2026-01-15,129125,5,False,,,SSO/SAML,4,4,US
ACC-0274,ZeroCraft,free,0,2024-03-04,2026-02-04,2360,3,False,,,API rate limit increase; SSO/SAML,0,7,US
ACC-0275,QuantumTech,pro,125,2024-10-30,2025-08-29,1781,13,True,2025-09-06,internal tooling built,usage analytics dashboard,10,5,APAC
ACC-0276,CoreSystems,free,0,2024-05-18,2026-01-30,2560,1,False,,,SSO/SAML; GraphQL support; API rate limit increase,2,4,US
ACC-0277,AlgoWorks,pro,51,2025-10-19,2026-01-31,46431,8,False,,,SSO/SAML,5,9,APAC
ACC-0278,VectorFlow,pro,177,2025-01-10,2026-02-02,19470,4,False,,,rollback support,7,9,APAC
ACC-0279,EdgeStream,free,0,2025-09-22,2026-01-27,837,1,False,,,API rate limit increase; team permissions; IP allowlisting,0,3,APAC
ACC-0280,NextBit,enterprise,4610,2025-03-25,2026-01-24,84177,22,False,,,SSO/SAML; team permissions; multi-region deploy,9,3,US
ACC-0281,MetaPath,free,0,2024-10-16,2026-01-13,2281,2,False,,,RBAC enhancements; team permissions; API rate limit increase,0,5,US
ACC-0282,MetaShift,free,0,2025-01-28,2026-01-30,298,2,False,,,container registry; private networking,1,6,APAC
ACC-0283,FluxScale,free,0,2024-03-27,2025-10-08,79,3,True,2025-10-12,poor performance,SSO/SAML,12,2,US
ACC-0284,DataDev,free,0,2024-12-01,2026-01-11,2912,3,False,,,API rate limit increase,0,4,US
ACC-0285,AppSystems,free,0,2025-08-14,2026-01-17,1769,3,False,,,team permissions; GitHub integration; custom domains,0,8,US
ACC-0286,MatrixHub,pro,92,2024-10-29,2026-01-12,23613,5,False,,,team permissions; audit logs; API rate limit increase,5,5,APAC
ACC-0287,AutoWave,pro,147,2025-12-06,2026-01-18,29949,10,False,,,usage analytics dashboard,8,5,APAC
ACC-0288,DashLink,free,0,2024-08-19,2026-01-17,4201,2,False,,,team permissions,0,6,APAC
ACC-0289,OrbitLogic,free,0,2025-03-19,2026-02-03,1386,1,False,,,log streaming; auto-scaling; 2FA enforcement,0,3,US
ACC-0290,DashHub,free,0,2025-11-12,2026-01-19,3271,1,False,,,API rate limit increase; GitHub integration,1,8,US
ACC-0291,MetaVentures,free,0,2025-10-30,2026-02-07,1963,2,False,,,env variable management; container registry,0,7,US
ACC-0292,OpenLogic,free,0,2024-06-24,2025-09-23,409,1,True,2025-10-05,contract not renewed,team permissions; GitHub integration,5,5,EU
ACC-0293,AtlasShift,free,0,2024-07-21,2026-01-21,655,3,False,,,SSO/SAML,1,9,US
ACC-0294,NovaOps,pro,154,2025-04-09,2026-01-20,34032,13,False,,,SSO/SAML; team permissions,4,9,US
ACC-0295,AxonLink,enterprise,2391,2025-09-13,2025-12-17,2943,15,True,2025-12-28,no SAML support,SSO/SAML,12,4,US
ACC-0296,SonicDigital,pro,96,2025-02-27,2026-02-07,30392,4,False,,,SSO/SAML,4,8,EU
ACC-0297,RapidCo,free,0,2024-09-25,2026-02-03,1761,1,False,,,API rate limit increase,2,6,US
ACC-0298,CyberApp,enterprise,3161,2026-01-15,2026-02-07,169942,59,False,,,SSO/SAML,10,5,EU
ACC-0299,StackPro,pro,195,2025-03-20,2026-01-07,315,10,True,2026-01-13,acquired by another company,SSO/SAML,11,5,US
ACC-0300,NodeMicro,pro,191,2024-03-22,2026-01-23,38824,14,False,,,API rate limit increase,6,7,APAC
ACC-0301,PrimeBridge,pro,167,2024-11-29,2026-01-16,158137,13,False,,,team permissions,8,5,EU
ACC-0302,OpenInc,free,0,2024-08-13,2026-02-04,4895,3,False,,,API rate limit increase; SSO/SAML,0,8,APAC
ACC-0303,GridBridge,enterprise,4224,2024-09-04,2025-08-28,2024,16,True,2025-09-06,security requirements not met,SSO/SAML; team permissions,12,2,US
ACC-0304,AlgoLogic,pro,60,2025-03-06,2025-09-21,1229,4,True,2025-09-26,support response time,team permissions; API rate limit increase,10,3,APAC
ACC-0305,AtlasSpark,pro,82,2024-06-10,2026-02-10,18294,2,False,,,API rate limit increase; IP allowlisting; container registry,7,6,APAC
ACC-0306,SysSystems,free,0,2024-09-20,2026-01-29,3997,2,False,,,custom domains,0,7,EU
ACC-0307,CoreHub,pro,191,2025-11-15,2026-01-22,303,2,True,2026-02-05,poor performance,SSO/SAML; container registry,4,4,US
ACC-0308,DeepCode,free,0,2024-08-11,2026-01-16,2429,3,False,,,RBAC enhancements; SSO/SAML,0,5,US
ACC-0309,DataPath,free,0,2025-01-06,2025-11-15,8,2,True,2025-11-16,pricing too high,team permissions; GraphQL support; SSO/SAML,4,5,EU
ACC-0310,NeonDock,enterprise,4833,2025-11-16,2026-01-13,176789,97,False,,,API rate limit increase; team permissions; log streaming,15,7,APAC
ACC-0311,PulseTech,free,0,2025-11-01,2026-01-29,4166,3,False,,,SSO/SAML; auto-scaling; multi-region deploy,0,9,APAC
ACC-0312,NodeLabs,free,0,2024-06-10,2026-02-03,1798,3,False,,,API rate limit increase; team permissions,0,3,APAC
ACC-0313,NeonPlatform,enterprise,2959,2024-12-22,2025-12-12,932,92,True,2025-12-21,enterprise security policy violation,SSO/SAML; API rate limit increase,14,2,US
ACC-0314,VertexDev,free,0,2025-01-14,2026-02-06,2868,3,False,,,webhook retries; usage analytics dashboard; API rate limit increase; IP allowlisting,2,6,US
ACC-0315,RapidStream,enterprise,958,2025-04-09,2026-02-06,830338,45,False,,,team permissions,6,8,EU
ACC-0316,NodeNet,enterprise,1723,2024-04-18,2025-10-15,10264,73,True,2025-10-24,switched to competitor,SSO/SAML; Slack notifications; CLI improvements,12,1,APAC
ACC-0317,DevPeak,pro,176,2024-05-09,2026-02-08,95852,6,False,,,SSO/SAML,3,5,EU
ACC-0318,InfraGlobal,free,0,2025-05-10,2026-01-27,304,2,False,,,API rate limit increase; 2FA enforcement,0,5,US
ACC-0319,NimbusDynamics,free,0,2024-07-06,2026-02-04,904,3,False,,,SSO/SAML; team permissions,2,3,APAC
ACC-0320,OpenGlobal,enterprise,3047,2024-02-15,2026-02-09,61542,92,False,,,SSO/SAML; API rate limit increase,2,4,APAC
ACC-0321,VoltSoftware,free,0,2024-03-05,2026-01-29,2657,3,False,,,SSO/SAML; team permissions,0,6,US
ACC-0322,NovaPlatform,free,0,2025-12-29,2026-01-17,70,1,True,2026-01-29,missing features,IP allowlisting,6,5,APAC
ACC-0323,StackPeak,free,0,2025-02-03,2026-01-28,2709,2,False,,,CLI improvements; Slack notifications,0,7,US
ACC-0324,ApexPro,pro,162,2025-08-17,2026-01-12,13524,2,False,,,webhook retries; SSO/SAML; API rate limit increase; team permissions,7,9,APAC
ACC-0325,NextPeak,pro,99,2025-01-16,2026-02-02,48966,14,False,,,private networking,2,5,US
ACC-0326,SyncCloud,free,0,2026-01-26,2026-01-25,896,2,False,,,private networking; SSO/SAML; team permissions,0,5,US
ACC-0327,CyberCraft,free,0,2025-03-18,2025-09-20,232,2,True,2025-09-29,contract not renewed,SSO/SAML,10,2,APAC
ACC-0328,FastPath,free,0,2024-11-26,2026-02-04,2955,3,False,,,API rate limit increase; dark mode,0,8,US
ACC-0329,CloudWorks,pro,185,2024-12-16,2025-12-05,2605,9,True,2025-12-10,pricing too high,SSO/SAML; RBAC enhancements; API rate limit increase; GraphQL support,8,2,EU
ACC-0330,PixelDynamics,free,0,2025-12-20,2026-02-01,738,3,False,,,team permissions; API rate limit increase,0,3,US
ACC-0331,BitVentures,free,0,2026-01-12,2026-02-06,4985,2,False,,,team permissions; SSO/SAML; RBAC enhancements,2,8,US
ACC-0332,CipherBase,free,0,2024-02-11,2025-09-08,272,2,True,2025-09-20,contract not renewed,private networking; team permissions; CLI improvements,9,3,US
ACC-0333,StackSpark,free,0,2024-05-12,2026-01-05,65,2,True,2026-01-10,switched to competitor,team permissions,3,5,EU
ACC-0334,OrbitForge,free,0,2025-02-12,2026-01-14,2411,1,False,,,team permissions; API rate limit increase,1,6,US
ACC-0335,VexCloud,pro,103,2025-08-22,2026-02-01,16364,9,False,,,API rate limit increase; log streaming,6,6,APAC
ACC-0336,PrismCraft,free,0,2024-12-02,2026-02-07,1128,1,False,,,SSO/SAML,0,6,US
ACC-0337,ForgeTech,enterprise,4077,2025-12-15,2026-01-15,72194,22,False,,,container registry; team permissions; API rate limit increase,7,8,US
ACC-0338,NodeBase,pro,50,2025-04-20,2026-01-07,1102,8,True,2026-01-08,team downsized,SSO/SAML; log streaming; API rate limit increase,5,5,APAC
ACC-0339,CyberSpace,free,0,2024-11-23,2026-01-25,4334,1,False,,,team permissions,1,8,APAC
ACC-0340,RapidWave,enterprise,4917,2024-04-30,2026-01-04,4382,6,True,2026-01-09,missing features,SSO/SAML; usage analytics dashboard,10,4,EU
ACC-0341,OrbitNet,free,0,2025-02-06,2025-10-16,38,3,True,2025-10-28,missing features,RBAC enhancements; team permissions; SSO/SAML,7,5,APAC
ACC-0342,NeonCraft,pro,70,2025-06-21,2026-01-15,38134,3,False,,,team permissions; API rate limit increase; SSO/SAML,2,9,US
ACC-0343,FluxCloud,enterprise,4158,2024-07-14,2025-11-04,11481,35,True,2025-11-16,no SSO/SAML capability,SSO/SAML,13,1,US
ACC-0344,IonStream,enterprise,1191,2025-01-27,2026-02-10,88029,81,False,,,env variable management; auto-scaling,11,9,APAC
ACC-0345,EdgeWave,free,0,2025-11-24,2026-01-16,1827,2,False,,,dark mode,0,6,EU
ACC-0346,ArcSpark,free,0,2025-03-25,2026-01-26,2568,2,False,,,team permissions; API rate limit increase,0,9,US
ACC-0347,NetStudio,pro,163,2024-12-02,2025-11-10,168,3,True,2025-11-19,contract not renewed,env variable management; cost alerts; API rate limit increase,7,5,EU
ACC-0348,OrbitMesh,free,0,2025-03-17,2026-01-25,2080,3,False,,,team permissions; Slack notifications,0,3,US
ACC-0349,DevDock,enterprise,569,2025-12-30,2026-02-06,67813,6,False,,,SSO/SAML,9,2,US
ACC-0350,NextSpark,free,0,2026-01-12,2026-01-25,2979,1,False,,,SSO/SAML; team permissions,1,9,US
ACC-0351,FastStudio,free,0,2024-09-20,2026-01-01,11,3,True,2026-01-14,contract not renewed,team permissions; Slack notifications,5,3,US
ACC-0352,OpenLabs,enterprise,4325,2024-12-08,2026-02-01,69848,86,False,,,cost alerts; GraphQL support; SSO/SAML,7,9,APAC
ACC-0353,AxonDock,pro,115,2024-04-12,2026-02-10,70136,5,False,,,API rate limit increase; team permissions; multi-region deploy; dark mode,7,10,EU
ACC-0354,VoltPro,pro,67,2024-03-17,2026-01-13,42443,14,False,,,API rate limit increase; team permissions; SSO/SAML; cost alerts,2,10,EU
ACC-0355,OpenWave,free,0,2025-01-13,2026-02-08,3305,3,False,,,API rate limit increase; audit logs; SSO/SAML; team permissions,2,6,EU
ACC-0356,OpenIO,free,0,2024-06-14,2026-01-29,4485,2,False,,,rollback support; team permissions,2,5,US
ACC-0357,AxonDynamics,free,0,2024-05-03,2026-02-06,3865,2,False,,,SSO/SAML; multi-region deploy,0,6,US
ACC-0358,StackLogic,pro,140,2025-11-17,2026-01-26,10561,12,False,,,GitHub integration; SSO/SAML; RBAC enhancements; API rate limit increase,1,9,US
ACC-0359,CloudStack,pro,185,2025-07-06,2026-02-10,34445,2,False,,,API rate limit increase,0,8,US
ACC-0360,SyncWorks,pro,182,2025-12-11,2026-01-25,49438,15,False,,,auto-scaling; webhook retries,2,8,US
ACC-0361,AtlasScale,free,0,2025-12-11,2026-01-11,3960,3,False,,,team permissions,0,4,APAC
ACC-0362,MatrixSpark,pro,73,2024-12-21,2026-01-25,188432,15,False,,,team permissions,3,5,EU
ACC-0363,RapidLink,enterprise,3991,2024-09-05,2026-01-21,155384,46,False,,,SSO/SAML; GitHub integration; API rate limit increase,13,2,US
ACC-0364,SysDigital,free,0,2025-10-10,2026-01-16,2848,1,False,,,API rate limit increase,0,5,APAC
ACC-0365,NextSoftware,free,0,2025-08-30,2026-01-16,15377,1,False,,,container registry,0,4,EU
ACC-0366,WebFlow,pro,69,2025-06-23,2026-01-11,5473,4,False,,,RBAC enhancements,4,8,US
ACC-0367,SonicCraft,enterprise,4399,2026-01-21,2026-02-02,356340,71,False,,,SSO/SAML; API rate limit increase,10,2,EU
ACC-0368,ZeroOps,free,0,2025-10-13,2026-01-16,4195,3,False,,,CLI improvements,0,3,US
ACC-0369,BaseIO,pro,79,2024-08-25,2026-01-27,11270,11,False,,,IP allowlisting; API rate limit increase; multi-region deploy,4,5,US
ACC-0370,VectorNet,free,0,2024-08-27,2026-01-14,1322,3,False,,,SSO/SAML; webhook retries; API rate limit increase,0,7,US
ACC-0371,TurboWave,pro,60,2025-05-20,2026-01-14,8437,4,False,,,usage analytics dashboard; SSO/SAML,3,10,EU
ACC-0372,CloudSoftware,free,0,2025-05-11,2026-01-29,4849,2,False,,,team permissions; auto-scaling; GraphQL support; SSO/SAML,1,9,US
ACC-0373,NovaDigital,free,0,2024-09-02,2026-01-23,1907,1,False,,,webhook retries; GitHub integration; team permissions; API rate limit increase,0,6,US
ACC-0374,DashStack,free,0,2024-08-27,2026-01-31,3037,1,False,,,team permissions; cost alerts; API rate limit increase,0,4,EU
ACC-0375,SyncCode,free,0,2025-01-27,2026-01-18,2517,3,False,,,container registry; RBAC enhancements,3,9,US
ACC-0376,FastWorks,free,0,2024-10-03,2026-01-13,3472,3,False,,,multi-region deploy; private networking; team permissions; SSO/SAML,0,6,APAC
ACC-0377,NimbusDev,pro,87,2025-10-08,2026-01-11,41,9,True,2026-01-19,switched to competitor,API rate limit increase,7,4,US
ACC-0378,DataNet,free,0,2025-07-02,2026-01-18,780,1,False,,,GitHub integration; SSO/SAML; audit logs; team permissions,0,8,EU
ACC-0379,FastTech,free,0,2025-05-26,2026-02-07,4772,1,False,,,SSO/SAML; rollback support; API rate limit increase; custom domains,2,3,EU
ACC-0380,CyberWave,pro,184,2025-01-16,2026-01-12,24437,8,False,,,container registry; SSO/SAML; audit logs,5,10,APAC
ACC-0381,PixelShift,free,0,2024-04-07,2026-01-27,3081,1,False,,,team permissions; API rate limit increase; IP allowlisting,1,4,EU
ACC-0382,NeonBase,pro,110,2025-01-18,2025-12-26,3020,14,True,2025-12-30,budget cuts,auto-scaling; API rate limit increase,9,3,US
ACC-0383,CodeSoftware,free,0,2024-04-06,2026-01-13,12529,3,False,,,team permissions,1,7,EU
ACC-0384,BaseBit,free,0,2024-12-06,2026-01-25,3115,3,False,,,API rate limit increase,0,6,EU
ACC-0385,CipherCloud,free,0,2024-08-12,2026-01-20,730,1,False,,,team permissions; SSO/SAML,2,7,APAC
ACC-0386,PulseHQ,enterprise,685,2025-11-14,2025-12-28,4326,65,True,2026-01-01,SSO compliance requirement,SSO/SAML; API rate limit increase,6,1,US
ACC-0387,BlueSystems,free,0,2024-03-04,2026-02-07,2003,3,False,,,API rate limit increase; GraphQL support; team permissions,1,9,US
ACC-0388,BaseCraft,free,0,2025-08-25,2026-01-25,3851,2,False,,,CLI improvements; API rate limit increase,0,5,APAC
ACC-0389,CodeLink,free,0,2024-12-02,2026-02-04,487,1,False,,,SSO/SAML; Slack notifications; CLI improvements,0,4,US
ACC-0390,ZeroBit,pro,90,2024-07-17,2026-01-18,46004,4,False,,,SSO/SAML; team permissions; API rate limit increase; GitHub integration,5,8,EU
ACC-0391,QuantumScale,pro,185,2024-07-26,2026-01-20,12961,8,False,,,private networking; GitHub integration; team permissions,5,10,EU
ACC-0392,MetaSpark,free,0,2026-02-02,2026-01-20,3982,2,False,,,private networking; SSO/SAML,1,3,APAC
ACC-0393,LogicSolutions,pro,78,2025-08-28,2026-01-20,6625,15,False,,,SSO/SAML; team permissions,3,9,EU
ACC-0394,OpenScale,free,0,2025-08-03,2026-01-18,2376,1,False,,,API rate limit increase,1,3,US
ACC-0395,OrbitSoftware,free,0,2025-07-19,2026-01-23,1692,2,False,,,2FA enforcement; log streaming; team permissions,2,5,US
ACC-0396,HyperWave,free,0,2025-03-12,2026-01-22,736,2,False,,,API rate limit increase,1,6,EU
ACC-0397,SyncLabs,free,0,2025-05-09,2026-01-20,1441,3,False,,,env variable management; team permissions; GitHub integration; API rate limit increase,3,7,APAC
ACC-0398,SysWave,pro,145,2025-12-16,2026-01-13,5433,8,False,,,team permissions; GitHub integration,3,6,US
ACC-0399,OpenPlatform,free,0,2025-03-07,2026-01-20,4637,2,False,,,CLI improvements,2,5,APAC
ACC-0400,AlgoSystems,free,0,2025-06-30,2026-01-28,17853,1,False,,,team permissions; usage analytics dashboard,2,6,EU
ACC-0401,NextCode,enterprise,4529,2024-08-12,2026-02-09,517075,68,False,,,log streaming,10,9,EU
ACC-0402,PrimeGroup,free,0,2025-09-12,2026-01-24,2212,2,False,,,team permissions,1,9,EU
ACC-0403,FastOps,pro,63,2025-09-28,2026-01-15,25950,9,False,,,SSO/SAML; API rate limit increase,5,5,APAC
ACC-0404,ZenOps,pro,68,2025-08-06,2026-01-27,17701,14,False,,,container registry; IP allowlisting,5,7,US
ACC-0405,PrismShift,free,0,2026-01-12,2026-02-05,2566,2,False,,,team permissions; SSO/SAML,0,9,APAC
ACC-0406,ZeroAI,pro,90,2025-01-24,2026-01-14,66359,5,False,,,SSO/SAML,1,6,EU
ACC-0407,CoreStack,free,0,2024-02-28,2025-12-04,71,2,True,2025-12-14,support response time,API rate limit increase; SSO/SAML; team permissions,6,3,US
ACC-0408,ForgeHub,free,0,2024-06-18,2026-01-17,1166,1,False,,,dark mode; API rate limit increase; webhook retries; SSO/SAML,1,7,US
ACC-0409,CoreSpark,free,0,2025-10-10,2025-11-03,11,1,True,2025-11-16,team downsized,dark mode; container registry; SSO/SAML,8,1,US
ACC-0410,AutoCloud,free,0,2024-05-13,2026-01-15,2372,3,False,,,team permissions; container registry,0,9,US
ACC-0411,NetSolutions,free,0,2025-09-25,2026-02-04,214,3,False,,,CLI improvements; team permissions,0,8,APAC
ACC-0412,VectorCo,pro,178,2024-09-17,2026-02-07,150895,9,False,,,API rate limit increase,6,8,EU
ACC-0413,WebInc,free,0,2024-09-17,2026-01-27,1964,2,False,,,GraphQL support,0,3,APAC
ACC-0414,EdgeMicro,enterprise,1613,2025-07-27,2025-12-21,665,15,True,2025-12-30,no SSO/SAML capability,SSO/SAML; team permissions,12,3,EU
ACC-0415,BlueNet,free,0,2026-01-14,2026-02-06,3736,1,False,,,API rate limit increase; SSO/SAML; usage analytics dashboard; log streaming,0,8,US
ACC-0416,NetMicro,pro,150,2024-05-28,2026-01-25,39253,12,False,,,API rate limit increase,6,10,APAC
ACC-0417,NodeDev,pro,92,2024-05-25,2026-01-13,28836,5,False,,,API rate limit increase; cost alerts,4,10,US
ACC-0418,VoltBase,pro,170,2026-01-03,2026-02-01,44529,8,False,,,SSO/SAML; dark mode; API rate limit increase; team permissions,2,5,US
ACC-0419,CloudDynamics,free,0,2024-05-22,2026-02-03,532,1,False,,,Slack notifications; team permissions; API rate limit increase; dark mode,1,8,APAC
ACC-0420,SignalStream,free,0,2025-07-27,2026-02-04,4132,2,False,,,API rate limit increase,1,9,APAC
ACC-0421,AstroCode,pro,53,2025-08-23,2026-02-10,7070,8,False,,,API rate limit increase,6,8,US
ACC-0422,PrimeCode,pro,94,2024-03-15,2026-01-28,48215,15,False,,,Slack notifications; SSO/SAML; API rate limit increase,7,5,US
ACC-0423,VectorStream,free,0,2025-09-15,2026-02-01,4118,3,False,,,SSO/SAML; API rate limit increase; team permissions; container registry,1,9,US
ACC-0424,AlgoHub,pro,64,2026-01-01,2026-01-11,43696,2,False,,,log streaming; RBAC enhancements,0,10,APAC
ACC-0425,TurboLogic,free,0,2025-01-25,2026-01-23,897,2,False,,,team permissions; SSO/SAML; RBAC enhancements,0,5,EU
ACC-0426,MetaLabs,pro,54,2024-08-02,2026-01-28,26372,2,False,,,env variable management; team permissions; SSO/SAML,5,8,APAC
ACC-0427,IonStudio,free,0,2025-09-17,2026-01-23,2741,3,False,,,dark mode,1,4,US
ACC-0428,DashNet,free,0,2025-01-20,2026-01-26,4218,3,False,,,API rate limit increase; team permissions,2,9,APAC
